2017-05-12T10:28:12.928Z INFO    ConnectionProfileManager :constructor()             Created a new ConnectionProfileManager {"0":{"fs":{"constants":{"O_RDONLY":0,"O_WRONLY":1,"O_RDWR":2,"S_IFMT":61440,"S_IFREG":32768,"S_IFDIR":16384,"S_IFCHR":8192,"S_IFBLK":24576,"S_IFIFO":4096,"S_IFLNK":40960,"S_IFSOCK":49152,"O_CREAT":64,"O_EXCL":128,"O_NOCTTY":256,"O_TRUNC":512,"O_APPEND":1024,"O_DIRECTORY":65536,"O_NOATIME":262144,"O_NOFOLLOW":131072,"O_SYNC":4096,"O_DIRECT":16384,"O_NONBLOCK":2048,"S_IRWXU":448,"S_IRUSR":256,"S_IWUSR":128,"S_IXUSR":64,"S_IRWXG":56,"S_IRGRP":32,"S_IWGRP":16,"S_IXGRP":8,"S_IRWXO":7,"S_IROTH":4,"S_IWOTH":2,"S_IXOTH":1,"F_OK":0,"R_OK":4,"W_OK":2,"X_OK":1},"F_OK":0,"R_OK":4,"W_OK":2,"X_OK":1}}}$
2017-05-12T10:28:12.930Z INFO    ConnectionProfileManager :connect()                 Connecting using defaultProfile {"0":"com.novartis.iandd"}$
2017-05-12T10:28:12.952Z INFO    FSConnectionProfileStore :load()                    Loaded connection profile defaultProfile {"0":"{\n    \"type\": \"hlf\",\n    \"membershipServicesURL\": \"grpc://10.134.236.180:7054\",\n    \"peerURL\": \"grpc://10.134.236.180:7051\",\n    \"eventHubURL\": \"grpc://10.134.236.180:7053\",\n    \"keyValStore\": \"/home/blockchain/.composer-credentials\",\n    \"deployWaitTime\": \"300\",\n    \"invokeWaitTime\": \"100\",\n    \"networks\": {\n        \"com.novartis.iandd\": \"35af40fd5fc8fa2c6a49a05ceccaf8c0eeec9157280c88c87026c1e7c190eb5c\"\n    }\n}\n"}$
2017-05-12T10:28:12.953Z INFO    ConnectionProfileManager :getConnectionManager()    Looking up a connection manager for profile {"0":"defaultProfile"}$
2017-05-12T10:28:12.954Z INFO    FSConnectionProfileStore :load()                    Loaded connection profile defaultProfile {"0":"{\n    \"type\": \"hlf\",\n    \"membershipServicesURL\": \"grpc://10.134.236.180:7054\",\n    \"peerURL\": \"grpc://10.134.236.180:7051\",\n    \"eventHubURL\": \"grpc://10.134.236.180:7053\",\n    \"keyValStore\": \"/home/blockchain/.composer-credentials\",\n    \"deployWaitTime\": \"300\",\n    \"invokeWaitTime\": \"100\",\n    \"networks\": {\n        \"com.novartis.iandd\": \"35af40fd5fc8fa2c6a49a05ceccaf8c0eeec9157280c88c87026c1e7c190eb5c\"\n    }\n}\n"}$
2017-05-12T10:28:13.386Z INFO    ConnectionProfileManager :getConnectionManager()    Using this connection manager  {"0":{"connectionProfileManager":{"connectionProfileStore":{"fs":{"constants":{"O_RDONLY":0,"O_WRONLY":1,"O_RDWR":2,"S_IFMT":61440,"S_IFREG":32768,"S_IFDIR":16384,"S_IFCHR":8192,"S_IFBLK":24576,"S_IFIFO":4096,"S_IFLNK":40960,"S_IFSOCK":49152,"O_CREAT":64,"O_EXCL":128,"O_NOCTTY":256,"O_TRUNC":512,"O_APPEND":1024,"O_DIRECTORY":65536,"O_NOATIME":262144,"O_NOFOLLOW":131072,"O_SYNC":4096,"O_DIRECT":16384,"O_NONBLOCK":2048,"S_IRWXU":448,"S_IRUSR":256,"S_IWUSR":128,"S_IXUSR":64,"S_IRWXG":56,"S_IRGRP":32,"S_IWGRP":16,"S_IXGRP":8,"S_IRWXO":7,"S_IROTH":4,"S_IWOTH":2,"S_IXOTH":1,"F_OK":0,"R_OK":4,"W_OK":2,"X_OK":1},"F_OK":0,"R_OK":4,"W_OK":2,"X_OK":1}}}}}$
2017-05-12T10:28:13.387Z INFO    HFCConnectionManager     :connect()                 Creating new HFC chain for com.novartis.iandd@defaultProfile {"0":"{\"type\":\"hlf\",\"membershipServicesURL\":\"grpc://10.134.236.180:7054\",\"peerURL\":\"grpc://10.134.236.180:7051\",\"eventHubURL\":\"grpc://10.134.236.180:7053\",\"keyValStore\":\"/home/blockchain/.composer-credentials\",\"deployWaitTime\":\"300\",\"invokeWaitTime\":\"100\",\"networks\":{\"com.novartis.iandd\":\"35af40fd5fc8fa2c6a49a05ceccaf8c0eeec9157280c88c87026c1e7c190eb5c\"}}"}$
2017-05-12T10:28:13.486Z INFO    HFCConnection            :constructor()             Creating connection {"0":"com.novartis.iandd@defaultProfile"}$
2017-05-12T10:28:13.486Z INFO    HFCConnection            :login()                   Login attempt {"0":"com.novartis.iandd"}$
2017-05-12T10:28:13.496Z INFO    HFCConnection            :login()                   Successful login {"0":"com.novartis.iandd@defaultProfile"}$
2017-05-12T10:28:13.497Z INFO    FSConnectionProfileStore :load()                    Loaded connection profile defaultProfile {"0":"{\n    \"type\": \"hlf\",\n    \"membershipServicesURL\": \"grpc://10.134.236.180:7054\",\n    \"peerURL\": \"grpc://10.134.236.180:7051\",\n    \"eventHubURL\": \"grpc://10.134.236.180:7053\",\n    \"keyValStore\": \"/home/blockchain/.composer-credentials\",\n    \"deployWaitTime\": \"300\",\n    \"invokeWaitTime\": \"100\",\n    \"networks\": {\n        \"com.novartis.iandd\": \"35af40fd5fc8fa2c6a49a05ceccaf8c0eeec9157280c88c87026c1e7c190eb5c\"\n    }\n}\n"}$
2017-05-12T10:28:13.498Z INFO    HFCConnection            :login()                   Loaded profile {"0":"{\"type\":\"hlf\",\"membershipServicesURL\":\"grpc://10.134.236.180:7054\",\"peerURL\":\"grpc://10.134.236.180:7051\",\"eventHubURL\":\"grpc://10.134.236.180:7053\",\"keyValStore\":\"/home/blockchain/.composer-credentials\",\"deployWaitTime\":\"300\",\"invokeWaitTime\":\"100\",\"networks\":{\"com.novartis.iandd\":\"35af40fd5fc8fa2c6a49a05ceccaf8c0eeec9157280c88c87026c1e7c190eb5c\"}}"}$
2017-05-12T10:28:13.498Z INFO    HFCConnection            :login()                   Loaded chaincode id for network com.novartis.iandd {"0":"35af40fd5fc8fa2c6a49a05ceccaf8c0eeec9157280c88c87026c1e7c190eb5c"}$
2017-05-12T10:28:13.499Z INFO    HFCUtil                  :queryChainCode()          enrolledMember {"name":"AC_Chetan","enrollment":{"key":"0ab8f15de93da8c221bec76b0be344048fb73caba18b15f7c37af8dd2fda06e0","cert":"308201b63082015ba003020102020101300a06082a8648ce3d0403033031310b300906035504061302555331143012060355040a130b48797065726c6564676572310c300a06035504031303656361301e170d3137303531323130323130345a170d3137303831303130323130345a3045310b300906035504061302555331143012060355040a130b48797065726c65646765723120301e06035504030c1741435f43686574616e5c696e737469747574696f6e5f613059301306072a8648ce3d020106082a8648ce3d03010703420004693de1e97c10748193e7f2d635efdec1ba73a3ab1046cc08e9d50364ceb832c17c19a32db8c11edbf158517a81c51e481c8b40ceaa1fba1bf3fe6f0ed5e95e4ea350304e300e0603551d0f0101ff040403020780300c0603551d130101ff04023000300d0603551d0e0406040401020304300f0603551d2304083006800401020304300e06065103040506070101ff040131300a06082a8648ce3d0403030349003046022100cc05ec56978b85b179edf0b3d2354f8b4d1487340f389ca53b15001b93e7bfb7022100e160cd0688ff0b61541279e7b67124d9e7a49504fd612605b331ef650170641e","chainKey":"2d2d2d2d2d424547494e204543445341205055424c4943204b45592d2d2d2d2d0a4d466b77457759484b6f5a497a6a3043415159494b6f5a497a6a304441516344516741452f75786a706861754134526938733262415572674e4472444e72446e0a4645536f6c4c57563066617262797864783953336a3637562f694b4d2b675249704255316c4266582b365a3377335847323237496e7a445853773d3d0a2d2d2d2d2d454e44204543445341205055424c4943204b45592d2d2d2d2d0a","queryStateKey":{"type":"Buffer","data":[203,6,90,34,242,44,228,92,212,248,36,149,187,20,126,109,59,17,103,59,49,162,186,176]}}} {"0":{"chaincodeID":"35af40fd5fc8fa2c6a49a05ceccaf8c0eeec9157280c88c87026c1e7c190eb5c","fcn":"ping","args":[],"attrs":["userID"]}}$
2017-05-12T10:28:16.522Z INFO    HFCUtil                  :queryChainCode()          onComplete {"name":"AC_Chetan","enrollment":{"key":"0ab8f15de93da8c221bec76b0be344048fb73caba18b15f7c37af8dd2fda06e0","cert":"308201b63082015ba003020102020101300a06082a8648ce3d0403033031310b300906035504061302555331143012060355040a130b48797065726c6564676572310c300a06035504031303656361301e170d3137303531323130323130345a170d3137303831303130323130345a3045310b300906035504061302555331143012060355040a130b48797065726c65646765723120301e06035504030c1741435f43686574616e5c696e737469747574696f6e5f613059301306072a8648ce3d020106082a8648ce3d03010703420004693de1e97c10748193e7f2d635efdec1ba73a3ab1046cc08e9d50364ceb832c17c19a32db8c11edbf158517a81c51e481c8b40ceaa1fba1bf3fe6f0ed5e95e4ea350304e300e0603551d0f0101ff040403020780300c0603551d130101ff04023000300d0603551d0e0406040401020304300f0603551d2304083006800401020304300e06065103040506070101ff040131300a06082a8648ce3d0403030349003046022100cc05ec56978b85b179edf0b3d2354f8b4d1487340f389ca53b15001b93e7bfb7022100e160cd0688ff0b61541279e7b67124d9e7a49504fd612605b331ef650170641e","chainKey":"2d2d2d2d2d424547494e204543445341205055424c4943204b45592d2d2d2d2d0a4d466b77457759484b6f5a497a6a3043415159494b6f5a497a6a304441516344516741452f75786a706861754134526938733262415572674e4472444e72446e0a4645536f6c4c57563066617262797864783953336a3637562f694b4d2b675249704255316c4266582b365a3377335847323237496e7a445853773d3d0a2d2d2d2d2d454e44204543445341205055424c4943204b45592d2d2d2d2d0a","queryStateKey":{"type":"Buffer","data":[203,6,90,34,242,44,228,92,212,248,36,149,187,20,126,109,59,17,103,59,49,162,186,176]}}} {"0":{"chaincodeID":"35af40fd5fc8fa2c6a49a05ceccaf8c0eeec9157280c88c87026c1e7c190eb5c","fcn":"ping","args":[],"attrs":["userID"]}}$
2017-05-12T10:28:16.536Z INFO    HFCConnection            :ping()                    Successful ping {"0":"0.5.12","1":"0.5.12","2":"^0.5.12"}$
